2,0,6,68,0,0,0,0,0,0
1,0,1,24,0,0,1,0,0,0
3,0,3,45,0,0,0,0,0,0
3,0,1,15,0,0,0,0,0,0
3,0,2,39,0,0,0,0,0,0
2,0,2,11,0,0,0,0,0,0
1,0,0,23,0,0,0,0,0,0
0,0,5,41,0,1,1,0,0,0
2,0,0,18,0,0,0,0,0,0
0,0,0,17,0,0,0,0,0,0
